sentence_id,original,error_rate,corrupted,translation,cosine_distance,euclidean_distance,word_count
2,The research team published groundbreaking findings about climate change impacts on marine ecosystems in the Pacific Ocean.,0.1,Tht reearch eam pyblished groundbreakivg findngs aboit climte cjange impactss on marrine ecosysgems in thd Oacific Oxean.,Tht reearch eam pyblished groundbreakivg findngs aboit climte cjange impactss on marrine ecosysgems in thd Oacific Oxean.,0.6893249750137329,1.1741591691970825,17
2,The research team published groundbreaking findings about climate change impacts on marine ecosystems in the Pacific Ocean.,0.15000000000000002,Tje reserch teamm publshed groundbrsaming ffindings abut climatte channge ipacts on maine ecosystem in qhe Pacifid Ocea.,Tje reserch teamm publshed groundbrsaming ffindings abut climatte channge ipacts on maine ecosystem in qhe Pacifid Ocea.,0.7118363380432129,1.193177580833435,17
2,The research team published groundbreaking findings about climate change impacts on marine ecosystems in the Pacific Ocean.,0.2,Thj researfh teak pblished troundbreakinh findinggs abouy climmate ceange imppacts on marie ecosygems in ths Pacigic Oean.,Thj researfh teak pblished troundbreakinh findinggs abouy climmate ceange imppacts on marie ecosygems in ths Pacigic Oean.,0.8723706007003784,1.320886492729187,17
2,The research team published groundbreaking findings about climate change impacts on marine ecosystems in the Pacific Ocean.,0.25,Thhe eesiarch tram publlishrd vroundbeaoing fimcings aabout flimate chqnge impactts on msrine ecoytems in thhe Paciic Oceean.,Thhe eesiarch tram publlishrd vroundbeaoing fimcings aabout flimate chqnge impactts on msrine ecoytems in thhe Paciic Oceean.,0.7260936498641968,1.2050673961639404,17
2,The research team published groundbreaking findings about climate change impacts on marine ecosystems in the Pacific Ocean.,0.30000000000000004,Thr rrseaarch tea ppublshed groundheakong indijgs abbout limare chznge iopjcts on arine rcossnems in th Paciffiv Ovean.,Thr rrseaarch tea ppublshed groundheakong indijgs abbout limare chznge iopjcts on arine rcossnems in th Paciffiv Ovean.,1.0273507833480835,1.4334230422973633,17
2,The research team published groundbreaking findings about climate change impacts on marine ecosystems in the Pacific Ocean.,0.35000000000000003,Te resuarcy tea lnblishid growndrakimg rindingd abut clcmatte chandd imoacte on maarile ecoysgem in ihe Pakificc Ocdqn.,Te resuarcy tea lnblishid growndrakimg rindingd abut clcmatte ch&d imoacte on maarile ecoysgem in ihe Pakificc Ocdqn.,0.9501591920852661,1.3785202503204346,17
2,The research team published groundbreaking findings about climate change impacts on marine ecosystems in the Pacific Ocean.,0.4,Te resepexh tfam punlliwhed grlunxbeeaakkng rindfnts sout clmmate hang mnacts on mmatine eedossysems in he Pacitqc Oceg.,Te resepexh tfam punlliwhed grlunxbeeaakkng rindfnts sout clmmate,1.0606868267059326,1.4564934968948364,17
2,The research team published groundbreaking findings about climate change impacts on marine ecosystems in the Pacific Ocean.,0.45,Tbe mssearcj jeam pujiixhed guondboeziing ffundiings but clxmattee cjangge emats on marnd ecsyytrm in ghe Ptvitic cesn.,Tbe mssearcj jeam pujiixhed guondboeziing ffundiings but clxmattee,1.004728078842163,1.4175528287887573,17
2,The research team published groundbreaking findings about climate change impacts on marine ecosystems in the Pacific Ocean.,0.5,Rhe feessarrch tm puublushlg rroufreaaimg ginximgss aou clijt cabe impscctss on mmatind eccldystrks in tue Pavfig OOea.,Rhe feessarrch tm puublushlg rroufreaaimg ginximgss aou clijt,1.1330140829086304,1.5053333044052124,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.0,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.0,0.0,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.05,Zstronomers detectedd ynusual rydio signalz fom a distaant galaaxy jsing tte mot dvanced telescopd aeray evver consructed.,Zstronomers detectedd ynusual rydio signalz fom a distaant galaaxy jsing tte mot dvanced telescopd aeray evver consructed.,0.6406505107879639,1.1319457292556763,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.1,Astronomerd detecte unusucl rado sinals frm a distsnt galacy sing ghe mpst advahced telescoppe arrzy evef constricted.,Astronomerd detecte unusucl rado sinals frm a distsnt galacy sing ghe mpst advahced telescoppe arrzy evef constricted.,0.6346769332885742,1.1266560554504395,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.15000000000000002,Astonomers detewted unusuual rqdio siignals frzm a ditant gaalaxy usong thhe moat advancwd telescooe arraay evkr constrcted.,Astonomers detewted unusuual rqdio siignals frzm a ditant gaalaxy usong thhe moat advancwd telescooe arraay evkr constrcted.,0.9139721989631653,1.3520148992538452,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.2,stronimers detectwd uunusual radiio signalls frm a disyant gslaxy jsing tthe mosh advancwd yelescope array evee consttructvd.,stronimers detectwd uunusual radiio signalls frm a disyant gslaxy jsing ta mosh advancwd yelescope array evee consttructvd.,0.5597137212753296,1.0580300092697144,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.25,Qstronoers rwtected ubusual radoo signaos frim a distajt gaalaxy uskng thw mot qvanced telexcoope arraay ver cpnnstrufted.,Qstronoers rwtected ubusual radoo signaos frim a distajt gaalaxy uskng thw mot qvanced telexcoope arraay ver cpnnstrufted.,0.806064248085022,1.2696961164474487,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.30000000000000004,AAstronoperw etecte unuxuao rqdio ssifnals rrom a ddisyant galaxt usijg thh mmost adjanded tmlezcope armay wver constrruxred.,AAstronoperw etecte unuxuao rqdio ssifnals rrom a ddisyant galaxt usijg thh mmost adj&ed tmlezcope armay wver constrruxred.,0.8338913917541504,1.291426658630371,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.35000000000000003,Zstronodrs mtected unjsuual radie sxhnals drom a dkstang galaaxxy usiing thhe moqt advancpdd geelescopee artay wver coonssteuhted.,Zstronodrs mtected unjsuual radie sxhnals drom a dkstang galaaxxy usiing thhe moqt advancpdd geelescopee artay wver coonssteuhted.,0.8618499040603638,1.3128974437713623,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.4,Aerronomdrrs ettevted unusul raii skgnas frim a dirtqnt gaaxt uusin xhe iost addancer teescood airai eever onssrruated.,Aerronomdrrs ettevted unusul raii skgnas frim a dirtqnt,0.9740352034568787,1.3957328796386719,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.45,Astmoonomerr decte uunusaal jadip sighass trom a mustantt gsllaxy usibgg tha ost asvaanved gekesripe arfaay evrr coonsruuite.,Astmoonomerr decte uunusaal jadip sighass trom a mustantt,0.9546287655830383,1.3817588090896606,17
3,Astronomers detected unusual radio signals from a distant galaxy using the most advanced telescope array ever constructed.,0.5,Srtronoomerra ceeneected uhusyzl rwio wugnalls feo a distwv glxxy ussinq thhe koxt adcencc rekesfopee irfay ebr pjsttucctted.,Srtronoomerra ceeneected uhusyzl rwio wugnalls feo a distwv,0.920089602470398,1.3565319776535034,17
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.0,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.0,0.0,16
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.05,Artificiak intelligsnce algoithms ard revolutionzing healyhcare iagnostics by analyzung mediical ibages woth unpprecedented accurafy azd sleed.,Artificiak intelligsnce algoithms ard revolutionzing healyhcare iagnostics by analyzung mediical ibages woth unpprecedented accurafy azd sleed.,0.7338088154792786,1.2114527225494385,16
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.1,Atificial inttelligence amgorithms sre revolutionzing healthcarre diqgnostics by analyzzing medicaal imaes witth unprecedentted acuracy znd spedd.,Atificial inttelligence amgorithms sre revolutionzing healthcarre diqgnostics by analyzzing medicaal imaes witth unprecedentted acuracy znd spedd.,0.7391349077224731,1.2158411741256714,16
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.15000000000000002,Artifucial inrelligence algoritnms arx revolutuinizing hhealthcare viagnostics by analhzing medicao inages eith unprecedentld sccuracy amd sped.,Artifucial inrelligence algoritnms arx revolutuinizing hhealthcare viagnostics by analhzing medicao inages eith unprecedentld sccuracy amd sped.,0.7257034182548523,1.204743504524231,16
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.2,Aryifivial inttelligfnce altorithhms wre revlutionizzinb healrhhcare diagnoostic by analzing meical imafes witn unpprdcedented accuravy annd spesd.,Aryifivial inttelligfnce altorithhms wre revlutionizzinb healrhhcare diagnoostic by analzing meical imafes witn unpprdcedented accuravy annd spesd.,0.9214323163032532,1.3575215339660645,16
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.25,Artvicial inteloieence apgorithmss ate revplutioizihg heamthcarz diagnoics by anaalyyzing medicam image wiith ulrecedenteed accraxy abd spedd.,Artvicial inteloieence apgorithmss ate revplutioizihg heamthcarz diagnoics by anaalyyzing medicam image wiith ulrecedenteed accraxy abd spedd.,0.6398566961288452,1.13124418258667,16
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.30000000000000004,Arrificall intelliggeencce algoekthmss zre reevolluyionuzing heqljhcare dfagnnstiics by wnalyzin mkdicao ijages oith lnprecoddnted adcuravy ahd speee.,Arrificall intelliggeencce algoekthmss zre reevolluyionuzing heqljhcare dfagnnstiics by wnalyzin mkdicao ijages oith lnprecoddnted adcuravy ahd speee.,0.9257777333259583,1.3607187271118164,16
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.35000000000000003,Artkficill mneolligebce aogooxithms ara evvplutipnizinm xelthhcare diawnnotics by qnaalyzkng nedicall cmagws withh unlrecenten accercy amd apedd.,Artkficill mneolligebce aogooxithms ara evvplutipnizinm xelthhcare diawnnotics by qnaalyzkng nedicall cmagws withh unlrecenten accercy amd apedd.,0.8582733869552612,1.3101705312728882,16
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.4,Qrttificiiak intelligdce slgorrithkd arb revlputionnisivgg hewlthdafu diagnnpsrjcs by anlazig mddical imagl wit ujprrcedeenyeb pccuoact andd epeek.,Qrttificiiak intelligdce slgorrithkd arb revlputionnisivgg hewlthdafu diagnnpsrjcs by,0.8813815116882324,1.327690839767456,16
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.45,Arttinicisll knqeokiggence qlgorogms wre rwvvoluutiiiziing heaapthcagw dkainsticcs by aaalyrinny eiccal imaoe wiith inpgejdeented acuecy snd seed.,Arttinicisll knqeokiggence qlgorogms wre rwvvoluutiiiziing heaapthcagw dkainsticcs by,0.8762611150741577,1.3238285779953003,16
4,Artificial intelligence algorithms are revolutionizing healthcare diagnostics by analyzing medical images with unprecedented accuracy and speed.,0.5,Artuffkdiak imtrlpigeejcce qogjrritmms aree rrvolugulbiiziing hltxard cagmostccs by malyzinnt mediiccaal imqgrss wwithh uunnprrekedsnter acay end sppree.,Artuffkdiak imtrlpigeejcce qogjrritmms aree rrvolugulbiiziing hltxard cagmostccs by,0.9155479669570923,1.3531798124313354,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.0,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.0,0.0,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.05,TThe hew quamtum comouter protottype demonsgrates significan improfements in procdssing complrx mathematicsl calcuulations etficiently annd reliabky.,TThe hew quamtum comouter protottype demonsgrates significan improfements in procdssing complrx mathematicsl calcuulations etficiently annd reliabky.,0.6703401803970337,1.1578775644302368,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.1,Thw nmw qjantum coputer protodype demonstraates signifiant improvementss in ptocessing compkex mahematical calculatiohs efficientlh aand reliabpy.,Thw nmw qjantum coputer protodype demonstraates signifiant improvementss in ptocessing compkex mahematical calculatiohs efficientlh aand reliabpy.,0.5141701698303223,1.0140712261199951,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.15000000000000002,Ths ew quaantum compkter probotype demonnstrates signifiant imprvements in procbssing clmplex matyematical calculayions eficiently ahd reliaby.,Ths ew quaantum compkter probotype demonnstrates signifiant imprvements in procbssing clmplex matyematical calculayions eficiently ahd reliaby.,0.7586040496826172,1.2317500114440918,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.2,Tue ndw quanrum cmputer prototyce demoystrayes sibnifficant imlovements in prrpcessing commplex mathemmattical clcylations effumiently anq rdliably.,Tue ndw quanrum cmputer prototyce demoystrayes sibnifficant imlovements in prrpcessing commplex maammattical clcylations effumiently anq rdliably.,0.7108458280563354,1.1923471689224243,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.25,Te nvw auantum cogzuter urotottype demobsteatex zignificsnt imptovemrntx in oroccessing comlex mathematxa calvulatiodss efficiemtpy afd rriably.,Te nvw auantum cogzuter urotottype demobsteatex zignificsnt imptovemrntx in oroccessing comlex maamatxa calvulatiodss efficiemtpy afd rriably.,0.9121237993240356,1.3506470918655396,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.30000000000000004,Thn now qusntuz zonputer prootyoe xenonnstrates signgficaantt imprlvrzents in prrocrsxing cokplrx mathemricbl calculvtkonns wfficieenntly ajd relliaby.,Thn now qusntuz zonputer prootyoe xenonnstrates signgficaantt imprlvrzents in prrocrsxing cokplrx maamricbl calculvtkonns wfficieenntly ajd relliaby.,0.8798060417175293,1.3265037536621094,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.35000000000000003,Thj nee quqntun computiz orroiotype demonsrzrees signikucanr improovenntss in ptpcessingg cimpcex mattheemaaical calcukwfioons efficoenylu ajd reelifblu.,Thj nee quqntun computiz orroiotype demonsrzrees signikucanr improovenntss in ptpcessingg cimpcex mataemaaical calcukwfioons efficoenylu ajd reelifblu.,0.9858592748641968,1.4041788578033447,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.4,he nsw qunngum ccomptef prroototyie reemlnstraes sggniricanp oprpvementx in lroxewsilg fommplex mlrhemmtcal caxultionns efocienyly amd relrboy.,he nsw qunngum ccomptef prroototyie reemlnstraes sggniricanp oprpvementx,0.9626336693763733,1.3875399827957153,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.45,TThe nww wuanjm cpmpuuteer prntooyypee sempnnstxktes ssiggnificwnnt immrohmentss in lrocsssinnr cpmlleq maatemkcal ccavulaatipns eftifiehrly ad elmqly.,TThe nww wuanjm cpmpuuteer prntooyypee sempnnstxktes ssiggnificwnnt immrohmentss,0.9805755615234375,1.4004110097885132,16
5,The new quantum computer prototype demonstrates significant improvements in processing complex mathematical calculations efficiently and reliably.,0.5,TThe nei qqntur commpyqr prorltyyppe cempbstage siigffofant ikpptovmenz in pprxchshinf cple mwthmsyicczl alduatilw eckxientl ad riiabl.,TThe nei qqntur commpyqr prorltyyppe cempbstage siigffofant ikpptovmenz,0.9342488646507263,1.3669300079345703,16
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.0,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.0,0.0,17
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.05,Sftware engineets develpped an innovatve appllication thzt hdlps studenta lern programminv anguages throfgh interactife gwmes ana challvnges.,Sftware engineets develpped an innovatve appllication thzt hdlps studenta lern programminv anguages throfgh interactife gwmes ana challvnges.,0.5209578275680542,1.020742654800415,17
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.1,Softwars engineerrs degeloped an innovattive applicayion thdt helpss sudents learx programmming languags thqough interactige gams snd challlenges.,Softwars engineerrs degeloped an innovattive applicayion thdt helpss sudents learx programmming languags thqough interactige gams snd challlenges.,0.5054149627685547,1.0054004192352295,17
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.15000000000000002,Aoftware enginneers deveeloped an innovqtive appliration tht hhelps studenti learm protramming languagges thrugh interative fames snd challnges.,Aoftware enginneers deveeloped an innovqtive appliration tht hhelps studenti learm protramming languagges thrugh interative fames snd challnges.,0.5641564130783081,1.0622206926345825,17
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.2,oftware enginecrs developes an innvativve aplicatiin tthat heelps sgudents learrn prpgramsing lqnguages thtough intteractioe gayes bnd fhallenfes.,oftware enginecrs developes an innvativve aplicatiin tthat heelps sgudents learrn prpgramsing lqnguages thtough intteractioe gayes bnd fhallenfes.,0.7081680297851562,1.1900992393493652,17
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.25,Softwaae ingiheers devwlped an innovswive applicaayion hat hdlps xtudrnts learj plogramminng lanfuges throug knteravtive gamws aand callengee.,Softwaae ingiheers devwlped an innovswive applicaayion hat hdlps xtudrnts learj plogramminng lanfuges throug knteravtive gamws a& callengee.,0.8012356162071228,1.2658876180648804,17
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.30000000000000004,Softwuree rgineers deevsloped an onnovqtiive appplkcatio thqt gelps sgndents leearn pogrammmiug anguage tthrrough intnrracsive gamex cnd cnalllengges.,Softwuree rgineers deevsloped an onnovqtiive appplkcatio thqt gelps sgndents leearn pogrammmiug anguage tthrrough intnrracsive gamex cnd cnalllengges.,0.6338370442390442,1.1259102821350098,17
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.35000000000000003,Sofiwar ebgiedrs deveeloppd an innoovattvve applitioj thag helpe studdedts learrn programmjiny lanyuqgds ttrough znteradive names annd chhaldnges.,Sofiwar ebgiedrs deveeloppd an innoovattvve applitioj thag helpe studdedts learrn programmjiny lanyuqgds ttrough znteradive names annd chhaldnges.,0.6545923948287964,1.1441961526870728,17
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.4,Sctwqre enginnerx deevrlpped an innnovwtir aeicatin tbat hepps stdwts lehwn protrammmohg llanuagen thruggh hgeracive ganees nd chhalllsnes.,Sctwqre enginnerx deevrlpped an innnovwtir aeicatin tbat hepps,0.8921242952346802,1.3357577323913574,17
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.45,Jlftwate emgihedzs devoooppwd an inooltiv apllictdln thatt hellls stqdcnte lleaarn progrraqmming oanguaaggrs tooygh onnteracivve amez an czallqbgees.,Jlftwate emgihedzs devoooppwd an inooltiv apllictdln thatt hellls,0.7440683841705322,1.219892144203186,17
6,Software engineers developed an innovative application that helps students learn programming languages through interactive games and challenges.,0.5,Sogarre ehgierv devoopr an imnlatcvr aoppliatuob gat heellps syuudenns teorn loogtmjing llangugg thriuk ihterqcttovd amees an chslosnye.,Sogarre ehgierv devoopr an imnlatcvr aoppliatuob gat heellps,0.8755165338516235,1.3232660293579102,17
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.0,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.0,0.0,18
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.05,Tne anciennt redwod orest ecoshstem sjpports thousans of uniqqe nlant ann animwl swecies fourd nowyere qlse on Darth.,Tne anciennt redwod orest ecoshstem sjpports thousans of uniqqe nlant ann animwl swecies fourd nowyere qlse on Darth.,0.9372067451477051,1.3690922260284424,18
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.1,Rhe ancoent fedwood foreat ecoscstem suppors thousand of uniqye plabt aand anima xpecies fouxd nowhee elsw on EEarth.,Rhe ancoent fedwood foreat ecoscstem suppors thousand of uniqye plabt aand anima xpecies fouxd nowhee elsw on EEarth.,0.8468724489212036,1.3014395236968994,18
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.15000000000000002,TThe abcient redood orest ecosyxtem suoports thouands of nnique plany aand anumal sspecies ffound nowhhere epse on Eprth.,TThe abcient redood orest ecosyxtem suoports thouands of nnique plany aand anumal sspecies ffound nowhhere epse on Eprth.,0.9678711295127869,1.3913094997406006,18
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.2,Thhe hncient rredwood qorest eosystem supporrts thosands of uniwue plaht ans snimal spexies fiund nowhery elde on Eartth.,Thhe hncient rredwood qorest eosystem supporrts thos&s of uniwue plaht ans snimal spexies fiund nowhery elde on Eartth.,0.8527497053146362,1.3059476613998413,18
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.25,Te ancint redwogd firest cosywtem sjpports thounds of ufique plamt qnd amimal spcies founv nowere ele on Earrth.,Te ancint redwogd firest cosywtem sjpports thounds of ufique plamt qnd amimal spcies founv nowere ele on Earrth.,1.0457178354263306,1.4461796283721924,18
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.30000000000000004,Thw anckeht rwdwhod fores ecosysstm sippports tbousanrs of uniique lant nnd ajimal apscies oound nosheere elsr on Eartg.,Thw anckeht rwdwhod fores ecosysstm sippports tbousanrs of uniique lant nnd ajimal apscies oound nosheere elsr on Eartg.,0.8978695273399353,1.3400518894195557,18
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.35000000000000003,Rhe bhcient rlewood fordzt ecodrsstem siports hmusandds of bique plznt aand animqd ssoecies fouqd nowre elsi on Eattp.,Rhe bhcient rlewood fordzt ecodrsstem siports hmus&ds of bique plznt a& animqd ssoecies fouqd nowre elsi on Eattp.,0.9500395059585571,1.3784334659576416,18
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.4,Te ancieenr redooy fonesy ecosysrvk xupplrgs toousans of uniuee laet wnd andmwl speeciex dounnd npwhere wlse on Eaafth.,Te ancieenr redooy fonesy ecosysrvk xupplrgs toousans of uniuee,0.9418839812278748,1.3725042343139648,18
